[2026-03-27 17:33:10] ======================================================================
[2026-03-27 17:33:10] Top-2 Routing Experiment (4 experts, top-2 Gumbel-softmax)
[2026-03-27 17:33:10] ======================================================================
[2026-03-27 17:33:10] Hypothesis: With top-2 routing, each token activates 2 experts.
[2026-03-27 17:33:10] One handles functional processing, the other domain knowledge.
[2026-03-27 17:33:10] This enables multi-axis specialization impossible with top-1.
[2026-03-27 17:33:10] ======================================================================
[2026-03-27 17:33:10] Config: {'device': 'cuda:1', 'model_name': 'Qwen/Qwen3-1.7B', 'checkpoint': 'phase1_final', 'seed': 42, 'hidden_dim': 2048, 'intermediate_dim': 6144, 'num_layers': 28, 'trunk_layers': 18, 'expert_layer_start': 18, 'initial_rank': 4, 'num_experts': 4, 'top_k': 2, 'total_tokens': 50000000, 'batch_size': 4, 'seq_len': 512, 'lr': 0.0001, 'tau_start': 1.0, 'tau_end': 0.1, 'tau_anneal_steps': 24000, 'contrastive_weight': 0.05, 'contrastive_margin': 0.5, 'eval_interval_steps': 1000, 'eval_tokens': 524288, 'results_dir': '/root/t6b-mogae/results_top2_routing', 'checkpoint_dir': '/root/t6b-mogae/checkpoints', 'save_checkpoint_dir': '/root/t6b-mogae/checkpoints/top2_routing', 'log_file': '/root/t6b-mogae/logs/top2_routing.log'}
[2026-03-27 17:33:10] Loading Qwen/Qwen3-1.7B...
[2026-03-27 17:33:13] Base model loaded: 1,720,574,976 params
[2026-03-27 17:33:13] Verified: hidden=2048, intermediate=6144
[2026-03-27 17:33:13] Loading Phase 1 checkpoint: /root/t6b-mogae/checkpoints/phase1_final.pt
[2026-03-27 17:34:51] ======================================================================
[2026-03-27 17:34:51] Top-2 Routing Experiment (4 experts, top-2 Gumbel-softmax)
[2026-03-27 17:34:51] ======================================================================
[2026-03-27 17:34:51] Hypothesis: With top-2 routing, each token activates 2 experts.
[2026-03-27 17:34:51] One handles functional processing, the other domain knowledge.
[2026-03-27 17:34:51] This enables multi-axis specialization impossible with top-1.
[2026-03-27 17:34:51] ======================================================================
[2026-03-27 17:34:51] Config: {'device': 'cuda:1', 'model_name': 'Qwen/Qwen3-1.7B', 'checkpoint': 'fork_trunk18_phase1_final', 'seed': 42, 'hidden_dim': 2048, 'intermediate_dim': 6144, 'num_layers': 28, 'trunk_layers': 18, 'expert_layer_start': 18, 'initial_rank': 4, 'num_experts': 4, 'top_k': 2, 'total_tokens': 50000000, 'batch_size': 4, 'seq_len': 512, 'lr': 0.0001, 'tau_start': 1.0, 'tau_end': 0.1, 'tau_anneal_steps': 24000, 'contrastive_weight': 0.05, 'contrastive_margin': 0.5, 'eval_interval_steps': 1000, 'eval_tokens': 524288, 'results_dir': '/root/t6b-mogae/results_top2_routing', 'checkpoint_dir': '/root/t6b-mogae/checkpoints/fork_trunk18', 'save_checkpoint_dir': '/root/t6b-mogae/checkpoints/top2_routing', 'log_file': '/root/t6b-mogae/logs/top2_routing.log'}
[2026-03-27 17:34:51] Loading Qwen/Qwen3-1.7B...
[2026-03-27 17:34:54] Base model loaded: 1,720,574,976 params
[2026-03-27 17:34:54] Verified: hidden=2048, intermediate=6144
[2026-03-27 17:34:54] Loading Phase 1 checkpoint: /root/t6b-mogae/checkpoints/fork_trunk18/fork_trunk18_phase1_final.pt
[2026-03-27 17:34:54] Loaded Phase 1 weights (step 24414, phase 1)
[2026-03-27 17:34:54] Forking: 1 -> 2 experts (round 1)...
[2026-03-27 17:34:54] Forking: 2 -> 4 experts (round 2)...
[2026-03-27 17:34:54] Fork complete. Tree: {18: {'num_experts': 4, 'ranks': [4, 4, 4, 4]}, 19: {'num_experts': 4, 'ranks': [4, 4, 4, 4]}, 20: {'num_experts': 4, 'ranks': [4, 4, 4, 4]}, 21: {'num_experts': 4, 'ranks': [4, 4, 4, 4]}, 22: {'num_experts': 4, 'ranks': [4, 4, 4, 4]}, 23: {'num_experts': 4, 'ranks': [4, 4, 4, 4]}, 24: {'num_experts': 4, 'ranks': [4, 4, 4, 4]}, 25: {'num_experts': 4, 'ranks': [4, 4, 4, 4]}, 26: {'num_experts': 4, 'ranks': [4, 4, 4, 4]}, 27: {'num_experts': 4, 'ranks': [4, 4, 4, 4]}}
[2026-03-27 17:34:54] Trainable params: 2,703,360
[2026-03-27 17:34:54] Expert tree: {18: {'num_experts': 4, 'ranks': [4, 4, 4, 4]}, 19: {'num_experts': 4, 'ranks': [4, 4, 4, 4]}, 20: {'num_experts': 4, 'ranks': [4, 4, 4, 4]}, 21: {'num_experts': 4, 'ranks': [4, 4, 4, 4]}, 22: {'num_experts': 4, 'ranks': [4, 4, 4, 4]}, 23: {'num_experts': 4, 'ranks': [4, 4, 4, 4]}, 24: {'num_experts': 4, 'ranks': [4, 4, 4, 4]}, 25: {'num_experts': 4, 'ranks': [4, 4, 4, 4]}, 26: {'num_experts': 4, 'ranks': [4, 4, 4, 4]}, 27: {'num_experts': 4, 'ranks': [4, 4, 4, 4]}}
[2026-03-27 17:34:54] Training: 24414 steps, LR=0.0001, batch=4x512
[2026-03-27 17:34:54] Top-2 Gumbel-softmax: tau 1.0 -> 0.1 over 24000 steps
[2026-03-27 17:34:54] 4 experts, top-2 routing, contrastive weight: 0.05
[2026-03-27 17:34:54] NO load-balancing loss
[2026-03-27 17:34:54] Trainable params: 2,703,360
[2026-03-27 17:34:54] Expert tree: {18: {'num_experts': 4, 'ranks': [4, 4, 4, 4]}, 19: {'num_experts': 4, 'ranks': [4, 4, 4, 4]}, 20: {'num_experts': 4, 'ranks': [4, 4, 4, 4]}, 21: {'num_experts': 4, 'ranks': [4, 4, 4, 4]}, 22: {'num_experts': 4, 'ranks': [4, 4, 4, 4]}, 23: {'num_experts': 4, 'ranks': [4, 4, 4, 4]}, 24: {'num_experts': 4, 'ranks': [4, 4, 4, 4]}, 25: {'num_experts': 4, 'ranks': [4, 4, 4, 4]}, 26: {'num_experts': 4, 'ranks': [4, 4, 4, 4]}, 27: {'num_experts': 4, 'ranks': [4, 4, 4, 4]}}
[2026-03-27 17:35:12]   step 100/24414 | lm=3.4688 c=0.4961 tau=0.996 | lr=1.00e-04 | 11622 tok/s route_L18=[0.25, 0.25, 0.27, 0.24] top2freq=[0.25, 0.24, 0.26, 0.25]
[2026-03-27 17:43:11]   L23: entropy=0.656 gini=0.188 dist=['0.150', '0.383', '0.264', '0.202'] top2freq=['0.157', '0.344', '0.274', '0.225']
[2026-03-27 17:43:11]   L24: entropy=0.648 gini=0.250 dist=['0.395', '0.130', '0.346', '0.129'] top2freq=['0.382', '0.147', '0.333', '0.137']
[2026-03-27 17:43:11]   L25: entropy=0.684 gini=0.203 dist=['0.314', '0.108', '0.232', '0.346'] top2freq=['0.317', '0.109', '0.255', '0.319']
[2026-03-27 17:43:11]   L26: entropy=0.535 gini=0.266 dist=['0.363', '0.357', '0.236', '0.043'] top2freq=['0.347', '0.341', '0.253', '0.059']
[2026-03-27 17:43:11]   L27: entropy=0.469 gini=0.375 dist=['0.099', '0.091', '0.523', '0.287'] top2freq=['0.144', '0.141', '0.397', '0.319']
[2026-03-27 17:43:11] Checkpoint saved: /root/t6b-mogae/checkpoints/top2_routing/top2_step3000.pt
[2026-03-27 17:43:26]   step 3100/24414 | lm=2.6406 c=0.4434 tau=0.884 | lr=9.61e-05 | 12404 tok/s route_L18=[0.36, 0.15, 0.20, 0.28] top2freq=[0.34, 0.15, 0.22, 0.29]
[2026-03-27 17:43:41]   step 3200/24414 | lm=3.2500 c=0.4434 tau=0.880 | lr=9.58e-05 | 12442 tok/s route_L18=[0.23, 0.17, 0.18, 0.43] top2freq=[0.24, 0.19, 0.20, 0.37]
[2026-03-27 17:43:56]   step 3300/24414 | lm=2.7500 c=0.4414 tau=0.876 | lr=9.56e-05 | 12484 tok/s route_L18=[0.18, 0.16, 0.27, 0.40] top2freq=[0.18, 0.16, 0.29, 0.37]
[2026-03-27 17:44:10]   step 3400/24414 | lm=4.0000 c=0.4375 tau=0.873 | lr=9.53e-05 | 12524 tok/s route_L18=[0.17, 0.18, 0.36, 0.29] top2freq=[0.16, 0.18, 0.36, 0.30]
[2026-03-27 17:44:25]   step 3500/24414 | lm=3.1562 c=0.4375 tau=0.869 | lr=9.50e-05 | 12567 tok/s route_L18=[0.15, 0.19, 0.31, 0.34] top2freq=[0.15, 0.20, 0.32, 0.33]
[2026-03-27 17:44:39]   step 3600/24414 | lm=3.3750 c=0.4375 tau=0.865 | lr=9.47e-05 | 12608 tok/s route_L18=[0.21, 0.20, 0.27, 0.32] top2freq=[0.18, 0.21, 0.28, 0.32]
[2026-03-27 17:44:53]   step 3700/24414 | lm=2.9531 c=0.4336 tau=0.861 | lr=9.44e-05 | 12646 tok/s route_L18=[0.17, 0.24, 0.23, 0.36] top2freq=[0.16, 0.25, 0.24, 0.35]
[2026-03-27 17:45:08]   step 3800/24414 | lm=2.8906 c=0.4316 tau=0.858 | lr=9.41e-05 | 12683 tok/s route_L18=[0.17, 0.25, 0.19, 0.39] top2freq=[0.16, 0.29, 0.20, 0.36]
[2026-03-27 17:45:22]   step 3900/24414 | lm=3.1094 c=0.4316 tau=0.854 | lr=9.38e-05 | 12718 tok/s route_L18=[0.22, 0.19, 0.31, 0.28] top2freq=[0.20, 0.20, 0.29, 0.30]
[2026-03-27 17:45:37]   step 4000/24414 | lm=3.1406 c=0.4277 tau=0.850 | lr=9.35e-05 | 12752 tok/s route_L18=[0.18, 0.18, 0.31, 0.33] top2freq=[0.17, 0.19, 0.31, 0.33]
[2026-03-27 17:45:37] --- Eval at step 4000 (tau=0.850) ---
[2026-03-27 17:45:55]   PPL=20.13 | mean_cossim=0.930859375
[2026-03-27 17:45:55]   L18: selectivity=0.332 (std=0.158, frac>0.3=0.51) pairs=12/12 usage_cv=0.267
[2026-03-27 17:45:55]   L19: selectivity=0.402 (std=0.175, frac>0.3=0.66) pairs=12/12 usage_cv=0.387
[2026-03-27 17:45:55]   L20: selectivity=0.438 (std=0.183, frac>0.3=0.72) pairs=12/12 usage_cv=0.270
[2026-03-27 17:45:55]   L21: selectivity=0.496 (std=0.188, frac>0.3=0.80) pairs=12/12 usage_cv=0.532
[2026-03-27 17:45:55]   L22: selectivity=0.461 (std=0.185, frac>0.3=0.75) pairs=12/12 usage_cv=0.318
[2026-03-27 17:45:55]   L23: selectivity=0.482 (std=0.185, frac>0.3=0.79) pairs=12/12 usage_cv=0.276
[2026-03-27 17:45:55]   L24: selectivity=0.488 (std=0.181, frac>0.3=0.80) pairs=12/12 usage_cv=0.516
[2026-03-27 17:45:55]   L25: selectivity=0.475 (std=0.183, frac>0.3=0.77) pairs=12/12 usage_cv=0.377
[2026-03-27 17:45:55]   L26: selectivity=0.539 (std=0.180, frac>0.3=0.86) pairs=12/12 usage_cv=0.551
[2026-03-27 17:45:55]   L27: selectivity=0.555 (std=0.182, frac>0.3=0.86) pairs=12/12 usage_cv=0.438
[2026-03-27 17:45:55]   L18: entropy=0.996 gini=0.125 dist=['0.206', '0.185', '0.277', '0.332'] top2freq=['0.199', '0.190', '0.282', '0.329']
[2026-03-27 17:45:55]   L19: entropy=0.848 gini=0.211 dist=['0.398', '0.153', '0.166', '0.281'] top2freq=['0.368', '0.163', '0.179', '0.289']
[2026-03-27 17:45:55]   L20: entropy=0.770 gini=0.188 dist=['0.275', '0.198', '0.151', '0.375'] top2freq=['0.262', '0.220', '0.180', '0.338']
[2026-03-27 17:45:55]   L21: entropy=0.633 gini=0.359 dist=['0.059', '0.201', '0.200', '0.539'] top2freq=['0.081', '0.264', '0.249', '0.406']
[2026-03-27 17:45:55]   L22: entropy=0.715 gini=0.219 dist=['0.170', '0.279', '0.147', '0.404'] top2freq=['0.196', '0.286', '0.174', '0.344']
[2026-03-27 17:45:55]   L23: entropy=0.664 gini=0.156 dist=['0.159', '0.350', '0.279', '0.212'] top2freq=['0.164', '0.325', '0.281', '0.230']
[2026-03-27 17:45:55]   L24: entropy=0.645 gini=0.258 dist=['0.383', '0.121', '0.363', '0.134'] top2freq=['0.380', '0.138', '0.342', '0.141']
[2026-03-27 17:45:55]   L25: entropy=0.676 gini=0.188 dist=['0.344', '0.115', '0.239', '0.303'] top2freq=['0.330', '0.115', '0.262', '0.293']
[2026-03-27 17:45:55]   L26: entropy=0.527 gini=0.305 dist=['0.320', '0.412', '0.227', '0.042'] top2freq=['0.330', '0.367', '0.245', '0.058']
[2026-03-27 17:45:55]   L27: entropy=0.496 gini=0.336 dist=['0.097', '0.138', '0.496', '0.270'] top2freq=['0.131', '0.197', '0.382', '0.290']
[2026-03-27 17:45:55] Checkpoint saved: /root/t6b-mogae/checkpoints/top2_routing/top2_step4000.pt
[2026-03-27 17:46:10]   step 4100/24414 | lm=1.6250 c=0.4277 tau=0.846 | lr=9.32e-05 | 12432 tok/s route_L18=[0.15, 0.25, 0.36, 0.25] top2freq=[0.12, 0.28, 0.35, 0.25]
[2026-03-27 17:46:24]   step 4200/24414 | lm=2.9375 c=0.4277 tau=0.843 | lr=9.29e-05 | 12469 tok/s route_L18=[0.25, 0.24, 0.24, 0.28] top2freq=[0.23, 0.23, 0.24, 0.29]
[2026-03-27 17:46:38]   step 4300/24414 | lm=2.9375 c=0.4277 tau=0.839 | lr=9.25e-05 | 12505 tok/s route_L18=[0.19, 0.22, 0.25, 0.35] top2freq=[0.18, 0.24, 0.25, 0.33]
[2026-03-27 17:46:53]   step 4400/24414 | lm=2.9062 c=0.4277 tau=0.835 | lr=9.22e-05 | 12540 tok/s route_L18=[0.11, 0.28, 0.18, 0.43] top2freq=[0.10, 0.33, 0.18, 0.39]
[2026-03-27 17:47:07]   step 4500/24414 | lm=3.3438 c=0.4258 tau=0.831 | lr=9.18e-05 | 12573 tok/s route_L18=[0.13, 0.18, 0.29, 0.40] top2freq=[0.12, 0.18, 0.32, 0.38]
[2026-03-27 17:47:22]   step 4600/24414 | lm=2.9844 c=0.4258 tau=0.828 | lr=9.15e-05 | 12605 tok/s route_L18=[0.24, 0.16, 0.30, 0.30] top2freq=[0.22, 0.16, 0.31, 0.30]
[2026-03-27 17:47:36]   step 4700/24414 | lm=3.2344 c=0.4258 tau=0.824 | lr=9.11e-05 | 12635 tok/s route_L18=[0.20, 0.18, 0.28, 0.34] top2freq=[0.19, 0.19, 0.29, 0.33]
[2026-03-27 17:47:50]   step 4800/24414 | lm=3.1719 c=0.4219 tau=0.820 | lr=9.08e-05 | 12664 tok/s route_L18=[0.21, 0.14, 0.30, 0.35] top2freq=[0.22, 0.13, 0.31, 0.34]
[2026-03-27 17:48:05]   step 4900/24414 | lm=3.0938 c=0.4219 tau=0.816 | lr=9.04e-05 | 12692 tok/s route_L18=[0.28, 0.19, 0.23, 0.29] top2freq=[0.27, 0.20, 0.24, 0.30]
[2026-03-27 17:48:19]   step 5000/24414 | lm=2.8281 c=0.4219 tau=0.813 | lr=9.00e-05 | 12719 tok/s route_L18=[0.23, 0.16, 0.30, 0.31] top2freq=[0.24, 0.15, 0.30, 0.32]
[2026-03-27 17:48:19] --- Eval at step 5000 (tau=0.813) ---
[2026-03-27 17:48:38]   PPL=20.13 | mean_cossim=0.9204427083333333
[2026-03-27 17:48:38]   L18: selectivity=0.336 (std=0.160, frac>0.3=0.52) pairs=12/12 usage_cv=0.282
[2026-03-27 17:48:38]   L19: selectivity=0.398 (std=0.175, frac>0.3=0.65) pairs=12/12 usage_cv=0.341
[2026-03-27 17:48:38]   L20: selectivity=0.438 (std=0.183, frac>0.3=0.72) pairs=12/12 usage_cv=0.237
[2026-03-27 17:48:38]   L21: selectivity=0.492 (std=0.187, frac>0.3=0.79) pairs=12/12 usage_cv=0.525
[2026-03-27 17:48:38]   L22: selectivity=0.457 (std=0.184, frac>0.3=0.75) pairs=12/12 usage_cv=0.267
[2026-03-27 17:48:38]   L23: selectivity=0.482 (std=0.185, frac>0.3=0.79) pairs=12/12 usage_cv=0.289
[2026-03-27 17:48:38]   L24: selectivity=0.490 (std=0.181, frac>0.3=0.80) pairs=12/12 usage_cv=0.535
[2026-03-27 17:48:38]   L25: selectivity=0.473 (std=0.184, frac>0.3=0.77) pairs=12/12 usage_cv=0.350
[2026-03-27 17:48:38]   L26: selectivity=0.539 (std=0.179, frac>0.3=0.86) pairs=12/12 usage_cv=0.560
[2026-03-27 17:48:38]   L27: selectivity=0.555 (std=0.182, frac>0.3=0.87) pairs=12/12 usage_cv=0.433
[2026-03-27 17:48:38]   L18: entropy=0.988 gini=0.141 dist=['0.218', '0.172', '0.268', '0.342'] top2freq=['0.212', '0.177', '0.274', '0.337']
[2026-03-27 17:48:38]   L19: entropy=0.855 gini=0.188 dist=['0.385', '0.159', '0.189', '0.268'] top2freq=['0.358', '0.167', '0.200', '0.274']
[2026-03-27 17:48:38]   L20: entropy=0.773 gini=0.164 dist=['0.270', '0.198', '0.169', '0.363'] top2freq=['0.254', '0.217', '0.198', '0.332']
[2026-03-27 17:48:38]   L21: entropy=0.641 gini=0.352 dist=['0.059', '0.216', '0.205', '0.520'] top2freq=['0.079', '0.274', '0.250', '0.398']
[2026-03-27 17:48:38]   L22: entropy=0.727 gini=0.188 dist=['0.184', '0.277', '0.161', '0.377'] top2freq=['0.206', '0.282', '0.184', '0.328']
[2026-03-27 17:48:38]   L23: entropy=0.660 gini=0.148 dist=['0.146', '0.332', '0.285', '0.235'] top2freq=['0.150', '0.318', '0.284', '0.248']
[2026-03-27 17:48:38]   L24: entropy=0.637 gini=0.258 dist=['0.373', '0.124', '0.383', '0.120'] top2freq=['0.378', '0.142', '0.352', '0.128']
[2026-03-27 17:48:38]   L25: entropy=0.680 gini=0.172 dist=['0.307', '0.124', '0.244', '0.326'] top2freq=['0.309', '0.122', '0.264', '0.305']
[2026-03-27 17:48:38]   L26: entropy=0.520 gini=0.305 dist=['0.336', '0.408', '0.215', '0.041'] top2freq=['0.340', '0.366', '0.237', '0.057']
[2026-03-27 17:48:38]   L27: entropy=0.488 gini=0.336 dist=['0.109', '0.120', '0.504', '0.268'] top2freq=['0.149', '0.176', '0.384', '0.291']
[2026-03-27 17:48:38] Checkpoint saved: /root/t6b-mogae/checkpoints/top2_routing/top2_step5000.pt
[2026-03-27 17:48:52]   step 5100/24414 | lm=3.1406 c=0.4180 tau=0.809 | lr=8.96e-05 | 12463 tok/s route_L18=[0.19, 0.13, 0.27, 0.42] top2freq=[0.18, 0.13, 0.31, 0.39]
[2026-03-27 17:49:07]   step 5200/24414 | lm=3.1250 c=0.4180 tau=0.805 | lr=8.92e-05 | 12493 tok/s route_L18=[0.26, 0.15, 0.22, 0.38] top2freq=[0.25, 0.15, 0.23, 0.36]
[2026-03-27 17:49:21]   step 5300/24414 | lm=2.9219 c=0.4180 tau=0.801 | lr=8.88e-05 | 12518 tok/s route_L18=[0.36, 0.14, 0.20, 0.30] top2freq=[0.33, 0.13, 0.22, 0.32]
[2026-03-27 17:49:36]   step 5400/24414 | lm=3.0156 c=0.4180 tau=0.798 | lr=8.84e-05 | 12546 tok/s route_L18=[0.21, 0.19, 0.24, 0.37] top2freq=[0.21, 0.19, 0.25, 0.35]
[2026-03-27 17:49:50]   step 5500/24414 | lm=3.0781 c=0.4160 tau=0.794 | lr=8.80e-05 | 12573 tok/s route_L18=[0.27, 0.18, 0.20, 0.35] top2freq=[0.25, 0.20, 0.20, 0.34]
[2026-03-27 17:50:05]   step 5600/24414 | lm=3.0625 c=0.4160 tau=0.790 | lr=8.76e-05 | 12598 tok/s route_L18=[0.20, 0.17, 0.28, 0.36] top2freq=[0.20, 0.17, 0.29, 0.34]
[2026-03-27 17:50:19]   step 5700/24414 | lm=3.0938 c=0.4121 tau=0.786 | lr=8.71e-05 | 12623 tok/s route_L18=[0.29, 0.22, 0.23, 0.26] top2freq=[0.27, 0.23, 0.23, 0.27]
[2026-03-27 17:50:33]   step 5800/24414 | lm=2.1250 c=0.4121 tau=0.783 | lr=8.67e-05 | 12648 tok/s route_L18=[0.17, 0.15, 0.24, 0.43] top2freq=[0.17, 0.16, 0.27, 0.40]
[2026-03-27 17:50:48]   step 5900/24414 | lm=3.3438 c=0.4121 tau=0.779 | lr=8.63e-05 | 12672 tok/s route_L18=[0.14, 0.21, 0.31, 0.35] top2freq=[0.13, 0.21, 0.31, 0.35]
[2026-03-27 17:51:02]   step 6000/24414 | lm=3.2500 c=0.4102 tau=0.775 | lr=8.58e-05 | 12694 tok/s route_L18=[0.17, 0.21, 0.27, 0.35] top2freq=[0.16, 0.23, 0.28, 0.33]
[2026-03-27 17:51:02] --- Eval at step 6000 (tau=0.775) ---
[2026-03-27 17:51:23]   PPL=20.12 | mean_cossim=0.9118489583333333
[2026-03-27 17:51:23]   L18: selectivity=0.336 (std=0.160, frac>0.3=0.52) pairs=12/12 usage_cv=0.260
[2026-03-27 17:51:23]   L19: selectivity=0.400 (std=0.175, frac>0.3=0.66) pairs=12/12 usage_cv=0.348
[2026-03-27 17:51:23]   L20: selectivity=0.438 (std=0.184, frac>0.3=0.72) pairs=12/12 usage_cv=0.220
[2026-03-27 17:51:23]   L21: selectivity=0.490 (std=0.188, frac>0.3=0.79) pairs=12/12 usage_cv=0.497
[2026-03-27 17:51:23]   L22: selectivity=0.457 (std=0.184, frac>0.3=0.75) pairs=12/12 usage_cv=0.264
[2026-03-27 17:51:23]   L23: selectivity=0.484 (std=0.185, frac>0.3=0.79) pairs=12/12 usage_cv=0.289
[2026-03-27 17:51:23]   L24: selectivity=0.486 (std=0.182, frac>0.3=0.80) pairs=12/12 usage_cv=0.497
[2026-03-27 17:51:23]   L25: selectivity=0.477 (std=0.185, frac>0.3=0.78) pairs=12/12 usage_cv=0.356
[2026-03-27 17:51:23]   L26: selectivity=0.539 (std=0.179, frac>0.3=0.86) pairs=12/12 usage_cv=0.558
[2026-03-27 17:51:23]   L27: selectivity=0.562 (std=0.181, frac>0.3=0.87) pairs=12/12 usage_cv=0.450
[2026-03-27 17:51:23]   L18: entropy=0.988 gini=0.133 dist=['0.223', '0.178', '0.262', '0.338'] top2freq=['0.216', '0.184', '0.268', '0.333']
[2026-03-27 17:51:23]   L19: entropy=0.848 gini=0.180 dist=['0.369', '0.167', '0.170', '0.293'] top2freq=['0.351', '0.175', '0.180', '0.294']
[2026-03-27 17:51:23]   L20: entropy=0.770 gini=0.156 dist=['0.270', '0.209', '0.167', '0.354'] top2freq=['0.253', '0.225', '0.196', '0.325']
[2026-03-27 17:51:23]   L21: entropy=0.645 gini=0.336 dist=['0.069', '0.205', '0.209', '0.516'] top2freq=['0.092', '0.260', '0.252', '0.396']
[2026-03-27 17:51:23]   L22: entropy=0.723 gini=0.188 dist=['0.201', '0.275', '0.151', '0.373'] top2freq=['0.223', '0.278', '0.174', '0.325']
[2026-03-27 17:51:23]   L23: entropy=0.656 gini=0.156 dist=['0.147', '0.342', '0.273', '0.237'] top2freq=['0.151', '0.323', '0.275', '0.250']
[2026-03-27 17:51:23]   L24: entropy=0.645 gini=0.250 dist=['0.393', '0.138', '0.344', '0.126'] top2freq=['0.381', '0.155', '0.331', '0.133']
[2026-03-27 17:51:23]   L25: entropy=0.672 gini=0.172 dist=['0.307', '0.122', '0.245', '0.326'] top2freq=['0.310', '0.120', '0.264', '0.305']
[2026-03-27 17:51:23]   L26: entropy=0.520 gini=0.297 dist=['0.361', '0.383', '0.215', '0.042'] top2freq=['0.350', '0.355', '0.237', '0.058']
[2026-03-27 17:51:23]   L27: entropy=0.471 gini=0.352 dist=['0.102', '0.118', '0.523', '0.258'] top2freq=['0.141', '0.179', '0.390', '0.289']
[2026-03-27 17:51:23] Checkpoint saved: /root/t6b-mogae/checkpoints/top2_routing/top2_step6000.pt
[2026-03-27 17:51:37]   step 6100/24414 | lm=2.9062 c=0.4102 tau=0.771 | lr=8.54e-05 | 12456 tok/s route_L18=[0.16, 0.27, 0.16, 0.42] top2freq=[0.15, 0.31, 0.15, 0.38]
[2026-03-27 17:51:51]   step 6200/24414 | lm=3.2969 c=0.4102 tau=0.768 | lr=8.49e-05 | 12481 tok/s route_L18=[0.25, 0.21, 0.22, 0.32] top2freq=[0.24, 0.23, 0.21, 0.33]
[2026-03-27 17:52:06]   step 6300/24414 | lm=3.1094 c=0.4102 tau=0.764 | lr=8.45e-05 | 12503 tok/s route_L18=[0.20, 0.19, 0.28, 0.33] top2freq=[0.20, 0.20, 0.28, 0.33]
[2026-03-27 17:52:21]   step 6400/24414 | lm=3.2969 c=0.4102 tau=0.760 | lr=8.40e-05 | 12526 tok/s route_L18=[0.24, 0.15, 0.26, 0.35] top2freq=[0.23, 0.16, 0.27, 0.34]
[2026-03-27 17:52:35]   step 6500/24414 | lm=3.7812 c=0.4102 tau=0.756 | lr=8.35e-05 | 12548 tok/s route_L18=[0.18, 0.14, 0.29, 0.39] top2freq=[0.18, 0.15, 0.29, 0.38]
[2026-03-27 17:52:49]   step 6600/24414 | lm=2.5938 c=0.4062 tau=0.753 | lr=8.30e-05 | 12571 tok/s route_L18=[0.25, 0.21, 0.24, 0.30] top2freq=[0.25, 0.22, 0.24, 0.29]
[2026-03-27 17:53:04]   step 6700/24414 | lm=2.6250 c=0.4062 tau=0.749 | lr=8.25e-05 | 12592 tok/s route_L18=[0.23, 0.21, 0.25, 0.31] top2freq=[0.21, 0.21, 0.25, 0.32]
[2026-03-27 17:53:18]   step 6800/24414 | lm=3.3438 c=0.4062 tau=0.745 | lr=8.20e-05 | 12613 tok/s route_L18=[0.23, 0.22, 0.28, 0.27] top2freq=[0.21, 0.24, 0.26, 0.29]
[2026-03-27 17:53:33]   step 6900/24414 | lm=2.3594 c=0.4062 tau=0.741 | lr=8.16e-05 | 12634 tok/s route_L18=[0.21, 0.13, 0.29, 0.37] top2freq=[0.21, 0.13, 0.29, 0.37]
[2026-03-27 17:53:47]   step 7000/24414 | lm=3.1250 c=0.4023 tau=0.738 | lr=8.11e-05 | 12654 tok/s route_L18=[0.22, 0.20, 0.31, 0.27] top2freq=[0.21, 0.21, 0.31, 0.28]
[2026-03-27 17:53:47] --- Eval at step 7000 (tau=0.738) ---
[2026-03-27 17:54:06]   PPL=20.13 | mean_cossim=0.9061848958333333
[2026-03-27 17:54:06]   L18: selectivity=0.336 (std=0.161, frac>0.3=0.52) pairs=12/12 usage_cv=0.240
[2026-03-27 17:54:06]   L19: selectivity=0.398 (std=0.176, frac>0.3=0.65) pairs=12/12 usage_cv=0.312
[2026-03-27 17:54:06]   L20: selectivity=0.441 (std=0.184, frac>0.3=0.72) pairs=12/12 usage_cv=0.246
[2026-03-27 17:54:06]   L21: selectivity=0.486 (std=0.188, frac>0.3=0.79) pairs=12/12 usage_cv=0.491
[2026-03-27 17:54:06]   L22: selectivity=0.459 (std=0.184, frac>0.3=0.75) pairs=12/12 usage_cv=0.280
[2026-03-27 17:54:06]   L23: selectivity=0.486 (std=0.185, frac>0.3=0.79) pairs=12/12 usage_cv=0.277
[2026-03-27 17:54:06]   L24: selectivity=0.492 (std=0.181, frac>0.3=0.80) pairs=12/12 usage_cv=0.522
[2026-03-27 17:54:06]   L25: selectivity=0.479 (std=0.185, frac>0.3=0.78) pairs=12/12 usage_cv=0.354
[2026-03-27 17:54:06]   L26: selectivity=0.539 (std=0.179, frac>0.3=0.86) pairs=12/12 usage_cv=0.556
[2026-03-27 17:54:06]   L27: selectivity=0.555 (std=0.182, frac>0.3=0.86) pairs=12/12 usage_cv=0.402
[2026-03-27 17:54:06]   L18: entropy=0.988 gini=0.117 dist=['0.226', '0.180', '0.270', '0.324'] top2freq=['0.217', '0.187', '0.274', '0.322']
[2026-03-27 17:54:06]   L19: entropy=0.852 gini=0.164 dist=['0.367', '0.180', '0.178', '0.275'] top2freq=['0.348', '0.187', '0.187', '0.278']
